label,text
false," During the coronavirus pandemic, Colombia is the country with more corruption according to a survey."
false, Indian Government has a roadmap to ease lockdown restrictions in 5 weeks.
false, A man collapses in 5 minutes after showing COVID-19 symptoms in India.
false, A video that shows 4 allegedly empty hospitals in São Paulo.
false," A picture showing many hospital beds, with patients on it, concentrated in very small area. The caption states that this is how public health was like in Brazil, in 2016, but the media never talked about it."
false," Data from the Civil Registry shows that, between January 1 and May 12, the total number of deaths by respiratory causes remain basically the same."
false," Video shows women queuing up outside a wine shop in the city of Pune, Maharashtra (India) amid COVID-19 Lockdown."
false, Video shows fishes washed up to the Indian shores during the lockdown.
false, Pastor David Lah has escaped from quarantine center.
false," DIG Police Ajith Rohana’s daughter has been repatriated to Sri Lanka from Dubai, as part of repatriation program to get back stranded students due to COVID-19, via a special flight sponsored by businessman Dilith Jayaweera."
false," Letter claiming that government had announced to give an allowance similar to the last drawn salary for the Sri Lankans who had returned to the country recently being stranded due to COVID-19. The letter drafted on the President Media letter-head had requested passport copy, salary particulars and bank details as instructed by Ministry of Foreign Affairs."
false, Telangana (India) Chief Minister violated lockdown norms and distributed gifts among Muslims to celebrate Ramzan.
false," A picture claiming that hairdressers’ products (e.g. shampoo, hair dryer) can “eliminate coronavirus”."
false," “Bill Gates already has his vaccine ready for you (against covic-19, ed.), And here’s the patent.”"
false, Images circulating on Facebook showing an article published in 2003 in the Clarín newspaper about the coronavirus. They are spread claiming that it is the same coronavirus that now causes COVID-19.
false, Graphs in which a comparison of deaths from different countries is allegedly attributed to a European report that blames the Government of Spain for deaths from coronavirus.
false," A video of a fight on a terrace of an establishment. It is shared with comments such as “after the crowded terraces of yesterday, today comes the fights for a chair !!! Welcome to Spain !!!!” or “Welcome Phase 1. Terraces at 50% You have to fight for a chair !!”."
false," As the AC in malls are shut due to Indian malls being shut due to COVID-19, leather of objects in showrooms has started moulding and people should not buy things from malls."
misleading," González García, Argentina’s health minister, on the WHO clinical trial: “[We were chosen] for our characteristics and for how we have been working within the epidemic”."
false, The photo shows Microsoft co-founder Bill Gates and top White House coronavirus adviser Dr. Anthony Fauci violating social distancing guidelines.
false, The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.
false," The photo shows a letter, purportedly from the California Department of Social Services, that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive."
false," A video with a text message, allegedly endorsed by Police forces, saying that the Police will rebel against the Italian government “if the situation goes on like this”."
false, A blog article stating that Bill Gates was arrested by the FBI for having created the new coronavirus.
false," By drinking Ayurvedic decoction, 6 thousand corona infected patients were cured."
false," The government of Telangana is distributing special gifts to Muslims during their festival of Ramzan, amidst the lockdown."
false," An image of a man carrying his old mother on his back shows migrants travelling to their homes in India, amidst lockdown."
false," President of Madagascar Andry Rajoelina claimed that China and the US asked to pay him for poisoning Covid-Organics, its drink against COVID-19."
false, The Congress of Deputies -the Spanish lower house- has deleted the income of the MP’s from its website so that no one can see what they are earning in times of alarm and crisis for the coronavirus.
false," Minister of finance praises Latvia’s COVID-19 state support for private business, saying that because of that the unemployment rate has risen much less than in the neighboring countries."
